date,strain,mRNA1,mRNA2,embryoID,channel,xpoint,timepoints,intensity,unique_id,aligned_row
231206,U2OS,gapdh,tnpo1,image01,ch1,91,9.6462,4526.584,231206_U2OS_gapdh_tnpo1_image01_ch1,0
231206,U2OS,gapdh,tnpo1,image01,ch1,92,9.7534,4617.4512,231206_U2OS_gapdh_tnpo1_image01_ch1,1
231206,U2OS,gapdh,tnpo1,image01,ch1,93,9.8606,4705.0776,231206_U2OS_gapdh_tnpo1_image01_ch1,2
231206,U2OS,gapdh,tnpo1,image01,ch1,94,9.9677,4790.4111,231206_U2OS_gapdh_tnpo1_image01_ch1,3
231206,U2OS,gapdh,tnpo1,image01,ch1,95,10.0749,4879.439,231206_U2OS_gapdh_tnpo1_image01_ch1,4
231206,U2OS,gapdh,tnpo1,image01,ch1,96,10.1821,4985.4414,231206_U2OS_gapdh_tnpo1_image01_ch1,5
231206,U2OS,gapdh,tnpo1,image01,ch1,97,10.2893,5037.0054,231206_U2OS_gapdh_tnpo1_image01_ch1,6
231206,U2OS,gapdh,tnpo1,image01,ch1,98,10.3965,5006.7778,231206_U2OS_gapdh_tnpo1_image01_ch1,7
231206,U2OS,gapdh,tnpo1,image01,ch1,99,10.5036,4924.9561,231206_U2OS_gapdh_tnpo1_image01_ch1,8
231206,U2OS,gapdh,tnpo1,image01,ch1,100,10.6108,4853.1162,231206_U2OS_gapdh_tnpo1_image01_ch1,9
231206,U2OS,gapdh,tnpo1,image01,ch1,101,10.718,4866.9248,231206_U2OS_gapdh_tnpo1_image01_ch1,10
231206,U2OS,gapdh,tnpo1,image01,ch1,102,10.8252,4960.769,231206_U2OS_gapdh_tnpo1_image01_ch1,11
231206,U2OS,gapdh,tnpo1,image01,ch1,103,10.9324,5064.6851,231206_U2OS_gapdh_tnpo1_image01_ch1,12
231206,U2OS,gapdh,tnpo1,image01,ch1,104,11.0395,5121.5376,231206_U2OS_gapdh_tnpo1_image01_ch1,13
231206,U2OS,gapdh,tnpo1,image01,ch1,105,11.1467,5119.6797,231206_U2OS_gapdh_tnpo1_image01_ch1,14
231206,U2OS,gapdh,tnpo1,image01,ch1,106,11.2539,5105.897,231206_U2OS_gapdh_tnpo1_image01_ch1,15
231206,U2OS,gapdh,tnpo1,image01,ch1,107,11.3611,5108.4058000000005,231206_U2OS_gapdh_tnpo1_image01_ch1,16
231206,U2OS,gapdh,tnpo1,image01,ch1,108,11.4683,5109.9937,231206_U2OS_gapdh_tnpo1_image01_ch1,17
231206,U2OS,gapdh,tnpo1,image01,ch1,109,11.5754,5099.52,231206_U2OS_gapdh_tnpo1_image01_ch1,18
231206,U2OS,gapdh,tnpo1,image01,ch1,110,11.6826,5065.1685,231206_U2OS_gapdh_tnpo1_image01_ch1,19
231206,U2OS,gapdh,tnpo1,image01,ch1,111,11.7898,5052.3325,231206_U2OS_gapdh_tnpo1_image01_ch1,20
231206,U2OS,gapdh,tnpo1,image01,ch1,112,11.897,5102.2554,231206_U2OS_gapdh_tnpo1_image01_ch1,21
231206,U2OS,gapdh,tnpo1,image01,ch1,113,12.0042,5156.5674,231206_U2OS_gapdh_tnpo1_image01_ch1,22
231206,U2OS,gapdh,tnpo1,image01,ch1,114,12.1113,5170.1216,231206_U2OS_gapdh_tnpo1_image01_ch1,23
231206,U2OS,gapdh,tnpo1,image01,ch1,115,12.2185,5153.4077,231206_U2OS_gapdh_tnpo1_image01_ch1,24
231206,U2OS,gapdh,tnpo1,image01,ch1,116,12.3257,5121.6211,231206_U2OS_gapdh_tnpo1_image01_ch1,25
231206,U2OS,gapdh,tnpo1,image01,ch1,117,12.4329,5110.2432,231206_U2OS_gapdh_tnpo1_image01_ch1,26
231206,U2OS,gapdh,tnpo1,image01,ch1,118,12.5401,5155.0508,231206_U2OS_gapdh_tnpo1_image01_ch1,27
231206,U2OS,gapdh,tnpo1,image01,ch1,119,12.6472,5261.4678,231206_U2OS_gapdh_tnpo1_image01_ch1,28
231206,U2OS,gapdh,tnpo1,image01,ch1,120,12.7544,5376.9351,231206_U2OS_gapdh_tnpo1_image01_ch1,29
231206,U2OS,gapdh,tnpo1,image01,ch1,121,12.8616,5445.7671,231206_U2OS_gapdh_tnpo1_image01_ch1,30
231206,U2OS,gapdh,tnpo1,image01,ch1,122,12.9688,5446.6279,231206_U2OS_gapdh_tnpo1_image01_ch1,31
231206,U2OS,gapdh,tnpo1,image01,ch1,123,13.076,5407.9189,231206_U2OS_gapdh_tnpo1_image01_ch1,32
231206,U2OS,gapdh,tnpo1,image01,ch1,124,13.1831,5351.3311,231206_U2OS_gapdh_tnpo1_image01_ch1,33
231206,U2OS,gapdh,tnpo1,image01,ch1,125,13.2903,5284.1606,231206_U2OS_gapdh_tnpo1_image01_ch1,34
231206,U2OS,gapdh,tnpo1,image01,ch1,126,13.3975,5163.0728,231206_U2OS_gapdh_tnpo1_image01_ch1,35
231206,U2OS,gapdh,tnpo1,image01,ch1,127,13.5047,5025.6489,231206_U2OS_gapdh_tnpo1_image01_ch1,36
231206,U2OS,gapdh,tnpo1,image01,ch1,128,13.6119,4930.7754,231206_U2OS_gapdh_tnpo1_image01_ch1,37
231206,U2OS,gapdh,tnpo1,image01,ch1,129,13.719,4874.8281,231206_U2OS_gapdh_tnpo1_image01_ch1,38
231206,U2OS,gapdh,tnpo1,image01,ch1,130,13.8262,4826.9727,231206_U2OS_gapdh_tnpo1_image01_ch1,39
231206,U2OS,gapdh,tnpo1,image01,ch1,131,13.9334,4765.8623,231206_U2OS_gapdh_tnpo1_image01_ch1,40
231206,U2OS,gapdh,tnpo1,image01,ch1,132,14.0406,4732.8594,231206_U2OS_gapdh_tnpo1_image01_ch1,41
231206,U2OS,gapdh,tnpo1,image01,ch1,133,14.1478,4739.624,231206_U2OS_gapdh_tnpo1_image01_ch1,42
231206,U2OS,gapdh,tnpo1,image01,ch1,134,14.2549,4713.6548,231206_U2OS_gapdh_tnpo1_image01_ch1,43
231206,U2OS,gapdh,tnpo1,image01,ch1,135,14.3621,4626.5581,231206_U2OS_gapdh_tnpo1_image01_ch1,44
231206,U2OS,gapdh,tnpo1,image01,ch1,136,14.4693,4586.6763,231206_U2OS_gapdh_tnpo1_image01_ch1,45
231206,U2OS,gapdh,tnpo1,image01,ch1,137,14.5765,4663.8584,231206_U2OS_gapdh_tnpo1_image01_ch1,46
231206,U2OS,gapdh,tnpo1,image01,ch1,138,14.6837,4787.6958,231206_U2OS_gapdh_tnpo1_image01_ch1,47
231206,U2OS,gapdh,tnpo1,image01,ch1,139,14.7908,4855.4756,231206_U2OS_gapdh_tnpo1_image01_ch1,48
231206,U2OS,gapdh,tnpo1,image01,ch1,140,14.898,4844.9214,231206_U2OS_gapdh_tnpo1_image01_ch1,49
231206,U2OS,gapdh,tnpo1,image01,ch1,141,15.0052,4774.166,231206_U2OS_gapdh_tnpo1_image01_ch1,50
231206,U2OS,gapdh,tnpo1,image01,ch1,142,15.1124,4676.6577,231206_U2OS_gapdh_tnpo1_image01_ch1,51
231206,U2OS,gapdh,tnpo1,image01,ch1,143,15.2196,4549.2056,231206_U2OS_gapdh_tnpo1_image01_ch1,52
231206,U2OS,gapdh,tnpo1,image01,ch1,144,15.3267,4449.9678,231206_U2OS_gapdh_tnpo1_image01_ch1,53
231206,U2OS,gapdh,tnpo1,image01,ch1,145,15.4339,4377.0962,231206_U2OS_gapdh_tnpo1_image01_ch1,54
231206,U2OS,gapdh,tnpo1,image01,ch1,146,15.5411,4378.3286,231206_U2OS_gapdh_tnpo1_image01_ch1,55
231206,U2OS,gapdh,tnpo1,image01,ch1,147,15.6483,4432.1782,231206_U2OS_gapdh_tnpo1_image01_ch1,56
231206,U2OS,gapdh,tnpo1,image01,ch1,148,15.7555,4499.2319,231206_U2OS_gapdh_tnpo1_image01_ch1,57
231206,U2OS,gapdh,tnpo1,image01,ch1,149,15.8626,4514.5962,231206_U2OS_gapdh_tnpo1_image01_ch1,58
231206,U2OS,gapdh,tnpo1,image01,ch1,150,15.9698,4462.541,231206_U2OS_gapdh_tnpo1_image01_ch1,59
231206,U2OS,gapdh,tnpo1,image01,ch1,151,16.077,4382.3911,231206_U2OS_gapdh_tnpo1_image01_ch1,60
231206,U2OS,gapdh,tnpo1,image01,ch1,152,16.1842,4284.4761,231206_U2OS_gapdh_tnpo1_image01_ch1,61
231206,U2OS,gapdh,tnpo1,image01,ch1,153,16.2914,4211.7754,231206_U2OS_gapdh_tnpo1_image01_ch1,62
231206,U2OS,gapdh,tnpo1,image01,ch1,154,16.3985,4163.2397,231206_U2OS_gapdh_tnpo1_image01_ch1,63
231206,U2OS,gapdh,tnpo1,image01,ch1,155,16.5057,4137.5942,231206_U2OS_gapdh_tnpo1_image01_ch1,64
